Date,Close,Volume,Open,High,Low,stock
2/11/2021,$811.66 ,21622750,$812.44 ,$829.88 ,$801.73 ,TSLA
2/10/2021,$804.82 ,36216090,$843.64 ,$844.82 ,$800.02 ,TSLA
2/9/2021,$849.46 ,15157650,$855.12 ,$859.80 ,$841.75 ,TSLA
2/8/2021,$863.42 ,20161720,$869.67 ,$877.77 ,$854.75 ,TSLA
2/5/2021,$852.23 ,18566640,$845 ,$864.77 ,$838.97 ,TSLA
2/4/2021,$849.99 ,15812660,$855 ,$856.50 ,$833.42 ,TSLA
2/3/2021,$854.69 ,18343510,$877.02 ,$878.08 ,$853.06 ,TSLA
2/2/2021,$872.79 ,24346210,$844.68 ,$880.50 ,$842.20 ,TSLA
2/1/2021,$839.81 ,25391390,$814.29 ,$842 ,$795.56 ,TSLA
1/29/2021,$793.53 ,34990750,$830 ,$842.41 ,$780.10 ,TSLA
1/28/2021,$835.43 ,26378050,$820 ,$848 ,$801 ,TSLA
1/27/2021,$864.16 ,27333960,$870.35 ,$891.50 ,$858.66 ,TSLA
1/26/2021,$883.09 ,23131600,$891.38 ,$895.90 ,$871.60 ,TSLA
1/25/2021,$880.80 ,41173400,$855 ,$900.40 ,$838.82 ,TSLA
1/22/2021,$846.64 ,20066500,$834.31 ,$848 ,$828.62 ,TSLA
1/21/2021,$844.99 ,20598130,$855 ,$855.72 ,$841.42 ,TSLA
1/20/2021,$850.45 ,25665880,$858.74 ,$859.50 ,$837.28 ,TSLA
1/19/2021,$844.55 ,25366980,$837.80 ,$850 ,$833 ,TSLA
1/15/2021,$826.16 ,38777600,$852 ,$859.90 ,$819.10 ,TSLA
1/14/2021,$845 ,31266330,$843.39 ,$863 ,$838.75 ,TSLA
1/13/2021,$854.41 ,33312500,$852.76 ,$860.47 ,$832 ,TSLA
1/12/2021,$849.44 ,46270720,$831 ,$868 ,$827.34 ,TSLA
1/11/2021,$811.19 ,59554150,$849.40 ,$854.43 ,$803.62 ,TSLA
1/8/2021,$880.02 ,75055530,$856 ,$884.49 ,$838.39 ,TSLA
1/7/2021,$816.04 ,51498950,$777.63 ,$816.99 ,$775.20 ,TSLA
1/6/2021,$755.98 ,44699970,$758.49 ,$774 ,$749.10 ,TSLA
1/5/2021,$735.11 ,32245170,$723.66 ,$740.84 ,$719.20 ,TSLA
1/4/2021,$729.77 ,48638190,$719.46 ,$744.49 ,$717.19 ,TSLA
12/31/2020,$705.67 ,49649930,$699.99 ,$718.72 ,$691.12 ,TSLA
12/30/2020,$694.78 ,42846020,$672 ,$696.60 ,$668.36 ,TSLA
12/29/2020,$665.99 ,22910810,$661 ,$669.90 ,$655 ,TSLA
12/28/2020,$663.69 ,32278560,$674.51 ,$681.40 ,$660.80 ,TSLA
12/24/2020,$661.77 ,22865570,$642.99 ,$666.09 ,$641 ,TSLA
12/23/2020,$645.98 ,33172970,$632.20 ,$651.50 ,$622.57 ,TSLA
12/22/2020,$640.34 ,51861640,$648 ,$649.88 ,$614.23 ,TSLA
12/21/2020,$649.86 ,58045260,$666.24 ,$668.50 ,$646.07 ,TSLA
12/18/2020,$695 ,222126200,$668.90 ,$695 ,$628.54 ,TSLA
12/17/2020,$655.90 ,56270140,$628.19 ,$658.82 ,$619.50 ,TSLA
12/16/2020,$622.77 ,42095810,$628.23 ,$632.50 ,$605 ,TSLA
12/15/2020,$633.25 ,45223560,$643.28 ,$646.90 ,$623.80 ,TSLA
12/14/2020,$639.83 ,52040650,$619 ,$642.75 ,$610.20 ,TSLA
12/11/2020,$609.99 ,46474970,$615.01 ,$624 ,$596.80 ,TSLA
12/10/2020,$627.07 ,67083150,$574.37 ,$627.75 ,$566.34 ,TSLA
12/9/2020,$604.48 ,71291190,$653.69 ,$654.32 ,$588 ,TSLA
12/8/2020,$649.88 ,64265030,$625.51 ,$651.28 ,$618.50 ,TSLA
12/7/2020,$641.76 ,56309710,$604.92 ,$648.79 ,$603.05 ,TSLA
12/4/2020,$599.04 ,29401310,$591.01 ,$599.04 ,$585.50 ,TSLA
12/3/2020,$593.38 ,42552000,$590.02 ,$598.97 ,$582.43 ,TSLA
12/2/2020,$568.82 ,47775650,$556.44 ,$571.54 ,$541.21 ,TSLA
12/1/2020,$584.76 ,40382830,$597.59 ,$597.85 ,$572.05 ,TSLA
11/30/2020,$567.60 ,63003050,$602.21 ,$607.80 ,$554.51 ,TSLA
11/27/2020,$585.76 ,37561080,$581.16 ,$598.78 ,$578.45 ,TSLA
11/25/2020,$574 ,48930160,$550.06 ,$574 ,$545.37 ,TSLA
11/24/2020,$555.38 ,53648490,$540.40 ,$559.99 ,$526.20 ,TSLA
11/23/2020,$521.85 ,50260300,$503.50 ,$526 ,$501.79 ,TSLA
11/20/2020,$489.61 ,32911920,$497.99 ,$502.50 ,$489.06 ,TSLA
11/19/2020,$499.27 ,62475350,$492 ,$508.61 ,$487.57 ,TSLA
11/18/2020,$486.64 ,78044020,$448.35 ,$496 ,$443.50 ,TSLA
11/17/2020,$441.61 ,61188280,$460.17 ,$462 ,$433.01 ,TSLA
11/16/2020,$408.09 ,26838640,$408.93 ,$412.45 ,$404.09 ,TSLA
11/13/2020,$408.50 ,19830350,$410.85 ,$412.53 ,$401.66 ,TSLA
11/12/2020,$411.76 ,19940500,$415.05 ,$423 ,$409.52 ,TSLA
11/11/2020,$417.13 ,17357720,$416.45 ,$418.70 ,$410.58 ,TSLA
11/10/2020,$410.36 ,30284220,$420.09 ,$420.09 ,$396.03 ,TSLA
11/9/2020,$421.26 ,34833030,$439.50 ,$452.50 ,$421 ,TSLA
11/6/2020,$429.95 ,21706010,$436.10 ,$436.57 ,$424.28 ,TSLA
11/5/2020,$438.09 ,28414520,$428.30 ,$440 ,$424.00 ,TSLA
11/4/2020,$420.98 ,32143060,$430.62 ,$435.40 ,$417.10 ,TSLA
11/3/2020,$423.90 ,34351720,$409.73 ,$427.77 ,$406.69 ,TSLA
11/2/2020,$400.51 ,29021120,$394 ,$406.98 ,$392.30 ,TSLA
10/30/2020,$388.04 ,42587640,$406.90 ,$407.59 ,$379.11 ,TSLA
10/29/2020,$410.83 ,22655310,$409.96 ,$418.06 ,$406.46 ,TSLA
10/28/2020,$406.02 ,25451410,$416.48 ,$418.60 ,$406 ,TSLA
10/27/2020,$424.68 ,22686510,$423.76 ,$430.50 ,$420.10 ,TSLA
10/26/2020,$420.28 ,28239160,$411.63 ,$425.76 ,$410 ,TSLA
10/23/2020,$420.63 ,33716980,$421.84 ,$422.89 ,$407.38 ,TSLA
10/22/2020,$425.79 ,39993190,$441.92 ,$445.23 ,$424.51 ,TSLA
10/21/2020,$422.64 ,32370460,$422.70 ,$432.95 ,$421.25 ,TSLA
10/20/2020,$421.94 ,31656290,$431.75 ,$431.75 ,$419.05 ,TSLA
10/19/2020,$430.83 ,36287840,$446.24 ,$447 ,$428.87 ,TSLA
10/16/2020,$439.67 ,32775880,$454.44 ,$455.95 ,$438.85 ,TSLA
10/15/2020,$448.88 ,35672350,$450.31 ,$456.57 ,$442.50 ,TSLA
10/14/2020,$461.30 ,48045390,$449.78 ,$465.90 ,$447.35 ,TSLA
10/13/2020,$446.65 ,34463670,$443.35 ,$448.89 ,$436.60 ,TSLA
10/12/2020,$442.30 ,38791130,$442 ,$448.74 ,$438.58 ,TSLA
10/9/2020,$434 ,28925660,$430.13 ,$434.59 ,$426.46 ,TSLA
10/8/2020,$425.92 ,40421120,$438.44 ,$439 ,$425.30 ,TSLA
10/7/2020,$425.30 ,43127710,$419.87 ,$429.90 ,$413.85 ,TSLA
10/6/2020,$413.98 ,49146260,$423.79 ,$428.78 ,$406.05 ,TSLA
10/5/2020,$425.68 ,44722790,$423.35 ,$433.64 ,$419.33 ,TSLA
10/2/2020,$415.09 ,71430030,$421.39 ,$439.13 ,$415 ,TSLA
10/1/2020,$448.16 ,50741450,$440.76 ,$448.88 ,$434.42 ,TSLA
9/30/2020,$429.01 ,48145570,$421.32 ,$433.93 ,$420.47 ,TSLA
9/29/2020,$419.07 ,50341400,$416 ,$428.50 ,$411.60 ,TSLA
9/28/2020,$421.20 ,49719560,$424.62 ,$428.08 ,$415.55 ,TSLA
9/25/2020,$407.34 ,67208460,$393.47 ,$408.73 ,$391.30 ,TSLA
9/24/2020,$387.79 ,96561060,$363.80 ,$399.50 ,$351.30 ,TSLA
9/23/2020,$380.36 ,95074180,$405.16 ,$412.15 ,$375.88 ,TSLA
9/22/2020,$424.23 ,79580800,$429.60 ,$437.76 ,$417.60 ,TSLA
9/21/2020,$449.39 ,109476800,$453.13 ,$455.68 ,$407.07 ,TSLA
9/18/2020,$442.15 ,86406820,$447.94 ,$451 ,$428.80 ,TSLA
9/17/2020,$423.43 ,76779160,$415.60 ,$437.79 ,$408.00 ,TSLA
9/16/2020,$441.76 ,72546760,$439.87 ,$457.79 ,$435.31 ,TSLA
9/15/2020,$449.76 ,97298230,$436.56 ,$461.94 ,$430.70 ,TSLA
9/14/2020,$419.62 ,83020610,$380.95 ,$420 ,$373.30 ,TSLA
9/11/2020,$372.72 ,60717460,$381.94 ,$382.50 ,$360.50 ,TSLA
9/10/2020,$371.34 ,84930610,$386.21 ,$398.99 ,$360.56 ,TSLA
9/9/2020,$366.28 ,79465770,$356.60 ,$369 ,$341.51 ,TSLA
9/8/2020,$330.21 ,115465700,$356 ,$368.74 ,$329.88 ,TSLA
9/4/2020,$418.32 ,110321900,$402.81 ,$428 ,$372.02 ,TSLA
9/3/2020,$407 ,87596090,$407.23 ,$431.80 ,$402 ,TSLA
9/2/2020,$447.37 ,96176130,$478.99 ,$479.04 ,$405.12 ,TSLA
9/1/2020,$475.05 ,90119420,$502.14 ,$502.49 ,$470.51 ,TSLA
8/31/2020,$498.32 ,118374400,$444.61 ,$500.14 ,$440.11 ,TSLA
8/28/2020,$442.68 ,100405900,$459.02 ,$463.70 ,$437.30 ,TSLA
8/27/2020,$447.75 ,118465200,$436.09 ,$459.12 ,$428.50 ,TSLA
8/26/2020,$430.63 ,71196900,$412 ,$433.20 ,$410.73 ,TSLA
8/25/2020,$404.67 ,53294450,$394.98 ,$405.59 ,$393.60 ,TSLA
8/24/2020,$402.84 ,100318100,$425.26 ,$425.80 ,$385.50 ,TSLA
8/21/2020,$410.00 ,107447800,$408.95 ,$419.10 ,$405.01 ,TSLA
8/20/2020,$400.37 ,103059000,$372.14 ,$404.40 ,$371.41 ,TSLA
8/19/2020,$375.71 ,61026650,$373 ,$382.20 ,$368.24 ,TSLA
8/18/2020,$377.42 ,82372450,$379.80 ,$384.78 ,$369.02 ,TSLA
8/17/2020,$367.13 ,101211600,$335.40 ,$369.17 ,$334.57 ,TSLA
8/14/2020,$330.14 ,62888050,$333.00 ,$333.76 ,$325.33 ,TSLA
8/13/2020,$324.20 ,102126550,$322.20 ,$330.24 ,$313.45 ,TSLA
8/12/2020,$310.95 ,109494150,$294 ,$317 ,$287 ,TSLA
8/11/2020,$274.88 ,43129170,$279.20 ,$284 ,$273 ,TSLA
8/10/2020,$283.71 ,37611320,$289.60 ,$291.50 ,$277.17 ,TSLA
8/7/2020,$290.54 ,44482100,$299.91 ,$299.95 ,$283.00 ,TSLA
8/6/2020,$297.92 ,29961565,$298.17 ,$303.46 ,$295.45 ,TSLA
8/5/2020,$297.00 ,24890075,$298.60 ,$299.97 ,$293.66 ,TSLA
8/4/2020,$297.40 ,42074950,$299.00 ,$305.48 ,$292.40 ,TSLA
8/3/2020,$297 ,44046730,$289.84 ,$301.96 ,$288.88 ,TSLA
7/31/2020,$286.15 ,61234800,$303 ,$303.41 ,$284.20 ,TSLA
7/30/2020,$297.50 ,38105195,$297.60 ,$302.65 ,$294.20 ,TSLA
7/29/2020,$299.82 ,47134465,$300.20 ,$306.96 ,$297.40 ,TSLA
7/28/2020,$295.30 ,79043500,$300.80 ,$312.94 ,$294.88 ,TSLA
7/27/2020,$307.92 ,80243350,$287 ,$309.59 ,$282.60 ,TSLA
7/24/2020,$283.40 ,96983100,$283.20 ,$293 ,$273.31 ,TSLA
7/23/2020,$302.61 ,121642500,$335.79 ,$337.80 ,$296.15 ,TSLA
7/22/2020,$318.47 ,70805400,$319.80 ,$325.28 ,$312.40 ,TSLA
7/21/2020,$313.67 ,80786400,$327.99 ,$335 ,$311.60 ,TSLA
7/20/2020,$328.60 ,85606850,$303.80 ,$330 ,$297.60 ,TSLA
7/17/2020,$300.17 ,46649860,$302.69 ,$307.50 ,$298 ,TSLA
7/16/2020,$300.13 ,71503950,$295.43 ,$306.34 ,$293.20 ,TSLA
7/15/2020,$309.20 ,81839150,$308.60 ,$310 ,$291.40 ,TSLA
7/14/2020,$303.36 ,117090700,$311.20 ,$318 ,$286.20 ,TSLA
7/13/2020,$299.41 ,194926800,$331.80 ,$359.00 ,$294.22 ,TSLA
7/10/2020,$308.93 ,116687750,$279.20 ,$309.78 ,$275.20 ,TSLA
7/9/2020,$278.86 ,58588000,$279.40 ,$281.71 ,$270.26 ,TSLA
7/8/2020,$273.18 ,81556550,$281 ,$283.45 ,$262.27 ,TSLA
7/7/2020,$277.97 ,107448300,$281.00 ,$285.90 ,$267.34 ,TSLA
7/6/2020,$274.32 ,102849300,$255.34 ,$275.56 ,$253.21 ,TSLA
7/2/2020,$241.73 ,86250600,$244.30 ,$245.60 ,$237.12 ,TSLA
7/1/2020,$223.93 ,66634500,$216.60 ,$227.07 ,$216.10 ,TSLA
6/30/2020,$215.96 ,84592500,$201.30 ,$217.54 ,$200.75 ,TSLA
6/29/2020,$201.87 ,45132020,$193.80 ,$202 ,$189.70 ,TSLA
6/26/2020,$191.95 ,44274540,$198.96 ,$199 ,$190.97 ,TSLA
6/25/2020,$197.20 ,46272745,$190.85 ,$197.20 ,$187.43 ,TSLA
6/24/2020,$192.17 ,54797950,$198.82 ,$200.18 ,$190.63 ,TSLA
6/23/2020,$200.36 ,31826355,$199.78 ,$202.40 ,$198.80 ,TSLA
6/22/2020,$198.86 ,31811750,$199.99 ,$201.78 ,$198.00 ,TSLA
6/19/2020,$200.18 ,43398745,$202.56 ,$203.19 ,$198.27 ,TSLA
6/18/2020,$200.79 ,48759680,$200.60 ,$203.84 ,$198.89 ,TSLA
6/17/2020,$198.36 ,49454000,$197.54 ,$201 ,$196.51 ,TSLA
6/16/2020,$196.43 ,70255400,$202.37 ,$202.58 ,$192.48 ,TSLA
6/15/2020,$198.18 ,78485900,$183.56 ,$199.77 ,$181.70 ,TSLA
6/12/2020,$187.06 ,83816850,$196 ,$197.60 ,$182.52 ,TSLA
6/11/2020,$194.57 ,79582400,$198.04 ,$203.79 ,$194.40 ,TSLA
6/10/2020,$205.01 ,92817050,$198.38 ,$205.50 ,$196.50 ,TSLA
6/9/2020,$188.13 ,56940750,$188.00 ,$190.89 ,$184.79 ,TSLA
6/8/2020,$189.98 ,70873650,$183.80 ,$190 ,$181.83 ,TSLA
6/5/2020,$177.13 ,39059585,$175.57 ,$177.30 ,$173.24 ,TSLA
6/4/2020,$172.88 ,44438565,$177.98 ,$179.15 ,$171.69 ,TSLA
6/3/2020,$176.59 ,39747345,$177.62 ,$179.59 ,$176.02 ,TSLA
6/2/2020,$176.31 ,67828000,$178.94 ,$181.73 ,$174.20 ,TSLA
6/1/2020,$179.62 ,75426500,$171.60 ,$179.80 ,$170.82 ,TSLA
5/29/2020,$167 ,59062450,$161.75 ,$167 ,$160.84 ,TSLA
5/28/2020,$161.16 ,36378870,$162.70 ,$164.95 ,$160.34 ,TSLA
5/27/2020,$164.05 ,57747650,$164.17 ,$165.54 ,$157 ,TSLA
5/26/2020,$163.77 ,40448680,$166.90 ,$166.92 ,$163.14 ,TSLA
5/22/2020,$163.38 ,49937375,$164.43 ,$166.36 ,$162.40 ,TSLA
5/21/2020,$165.52 ,61272900,$163.20 ,$166.50 ,$159.20 ,TSLA
5/20/2020,$163.11 ,36546355,$164.10 ,$165.20 ,$162.36 ,TSLA
5/19/2020,$161.60 ,48182610,$163.03 ,$164.41 ,$161.22 ,TSLA
5/18/2020,$162.73 ,58490500,$165.56 ,$166.94 ,$160.78 ,TSLA
5/15/2020,$159.83 ,52592150,$158.07 ,$161.01 ,$157.31 ,TSLA
5/14/2020,$160.67 ,68410950,$156 ,$160.67 ,$152.80 ,TSLA
5/13/2020,$158.19 ,95327450,$164.17 ,$165.20 ,$152.66 ,TSLA
5/12/2020,$161.88 ,79534550,$165.40 ,$168.66 ,$161.60 ,TSLA
5/11/2020,$162.26 ,82598000,$158.10 ,$164.80 ,$157 ,TSLA
5/8/2020,$163.88 ,80650450,$158.75 ,$164.80 ,$157.40 ,TSLA
5/7/2020,$156.01 ,57638450,$155.44 ,$159.28 ,$154.47 ,TSLA
5/6/2020,$156.52 ,55616150,$155.30 ,$157.96 ,$152.22 ,TSLA
5/5/2020,$153.64 ,84958300,$157.96 ,$159.78 ,$152.44 ,TSLA
5/4/2020,$152.24 ,96185450,$140.20 ,$152.40 ,$139.60 ,TSLA
5/1/2020,$140.26 ,162659050,$151 ,$154.55 ,$136.61 ,TSLA
4/30/2020,$156.38 ,142359250,$171.04 ,$173.96 ,$152.70 ,TSLA
4/29/2020,$160.10 ,81079900,$158.03 ,$160.64 ,$156.63 ,TSLA
4/28/2020,$153.82 ,76109800,$159.13 ,$161 ,$151.34 ,TSLA
4/27/2020,$159.75 ,103407200,$147.52 ,$159.90 ,$147 ,TSLA
4/24/2020,$145.03 ,66188050,$142.16 ,$146.15 ,$139.64 ,TSLA
4/23/2020,$141.13 ,66183500,$145.52 ,$146.80 ,$140.63 ,TSLA
4/22/2020,$146.42 ,71124150,$140.80 ,$146.80 ,$137.74 ,TSLA
4/21/2020,$137.34 ,101045450,$146.02 ,$150.67 ,$134.76 ,TSLA
4/20/2020,$149.27 ,73731850,$146.54 ,$153.11 ,$142.44 ,TSLA
4/17/2020,$150.78 ,65641150,$154.46 ,$154.99 ,$149.53 ,TSLA
4/16/2020,$149.04 ,103289300,$143.39 ,$151.89 ,$141.34 ,TSLA
4/15/2020,$145.97 ,117885000,$148.40 ,$150.63 ,$142 ,TSLA
4/14/2020,$141.98 ,152882550,$139.79 ,$148.38 ,$138.49 ,TSLA
4/13/2020,$130.19 ,112377100,$118.03 ,$130.40 ,$116.11 ,TSLA
4/9/2020,$114.60 ,68250000,$112.42 ,$115.04 ,$111.42 ,TSLA
4/8/2020,$109.77 ,63280100,$110.84 ,$111.44 ,$106.67 ,TSLA
4/7/2020,$109.09 ,89598900,$109 ,$113 ,$106.47 ,TSLA
4/6/2020,$103.25 ,74509200,$102.24 ,$104.20 ,$99.59 ,TSLA
4/3/2020,$96.00 ,112810400,$101.90 ,$103.10 ,$93.68 ,TSLA
4/2/2020,$90.89 ,99292150,$96.21 ,$98.85 ,$89.28 ,TSLA
4/1/2020,$96.31 ,66765900,$100.80 ,$102.79 ,$95.02 ,TSLA
3/31/2020,$104.80 ,88857450,$100.25 ,$108.59 ,$99.40 ,TSLA
3/30/2020,$100.43 ,59990350,$102.05 ,$103.33 ,$98.25 ,TSLA
3/27/2020,$102.87 ,71887050,$101 ,$105.16 ,$98.81 ,TSLA
3/26/2020,$105.63 ,87110400,$109.48 ,$112 ,$102.45 ,TSLA
3/25/2020,$107.85 ,106113750,$109.05 ,$111.40 ,$102.22 ,TSLA
3/24/2020,$101 ,114475850,$95.46 ,$102.74 ,$94.80 ,TSLA
3/23/2020,$86.86 ,82272750,$86.72 ,$88.40 ,$82.10 ,TSLA
3/20/2020,$85.51 ,141427500,$87.64 ,$95.40 ,$85.16 ,TSLA
3/19/2020,$85.53 ,150977300,$74.94 ,$90.40 ,$71.69 ,TSLA
3/18/2020,$72.24 ,118930800,$77.80 ,$80.97 ,$70.10 ,TSLA
3/17/2020,$86.04 ,119972900,$88.00 ,$94.37 ,$79.20 ,TSLA
3/16/2020,$89.01 ,102447300,$93.90 ,$98.97 ,$88.43 ,TSLA
3/13/2020,$109.32 ,113201250,$119 ,$121.51 ,$100.40 ,TSLA
3/12/2020,$112.11 ,94545250,$116.18 ,$118.90 ,$109.25 ,TSLA
3/11/2020,$126.85 ,67067950,$128.04 ,$130.72 ,$122.60 ,TSLA
3/10/2020,$129.07 ,77972200,$131.89 ,$133.60 ,$121.60 ,TSLA
3/9/2020,$121.60 ,85368700,$121.08 ,$132.60 ,$121 ,TSLA
3/6/2020,$140.70 ,63314600,$138.00 ,$141.40 ,$136.85 ,TSLA
3/5/2020,$144.91 ,54263300,$144.75 ,$149.15 ,$143.61 ,TSLA
3/4/2020,$149.90 ,75244900,$152.79 ,$153.30 ,$144.95 ,TSLA
3/3/2020,$149.10 ,128920000,$161 ,$161.40 ,$143.22 ,TSLA
3/2/2020,$148.72 ,100974950,$142.25 ,$148.74 ,$137.33 ,TSLA
2/28/2020,$133.60 ,122820850,$125.94 ,$138.10 ,$122.30 ,TSLA
2/27/2020,$135.80 ,121385800,$146 ,$147.95 ,$133.80 ,TSLA
2/26/2020,$155.76 ,70769200,$156.50 ,$162.66 ,$155.22 ,TSLA
2/25/2020,$159.98 ,86452400,$169.80 ,$171.32 ,$157.40 ,TSLA
2/24/2020,$166.76 ,75960800,$167.80 ,$172.70 ,$164.44 ,TSLA
2/21/2020,$180.20 ,71697250,$181.40 ,$182.61 ,$176.09 ,TSLA
2/20/2020,$179.88 ,88174450,$182.39 ,$182.40 ,$171.99 ,TSLA
2/19/2020,$183.48 ,127114800,$184.70 ,$188.96 ,$180.20 ,TSLA
2/18/2020,$171.68 ,83491850,$168.32 ,$172 ,$166.47 ,TSLA
2/14/2020,$160.01 ,78468550,$157.44 ,$162.59 ,$157.10 ,TSLA
2/13/2020,$160.80 ,131446750,$148.37 ,$163.60 ,$147 ,TSLA
2/12/2020,$153.46 ,60112350,$155.57 ,$157.95 ,$152.67 ,TSLA
2/11/2020,$154.88 ,58487350,$153.76 ,$156.70 ,$151.60 ,TSLA
2/10/2020,$154.26 ,123445800,$160 ,$164.00 ,$150.48 ,TSLA
2/7/2020,$149.61 ,85317600,$146.11 ,$153.95 ,$146 ,TSLA
2/6/2020,$149.79 ,199403750,$139.98 ,$159.17 ,$137.40 ,TSLA
2/5/2020,$146.94 ,242119200,$164.65 ,$169.20 ,$140.82 ,TSLA
2/4/2020,$177.41 ,304693800,$176.59 ,$193.80 ,$166.78 ,TSLA
2/3/2020,$156 ,236167500,$134.74 ,$157.23 ,$134.70 ,TSLA
1/31/2020,$130.11 ,78596350,$128 ,$130.60 ,$126.50 ,TSLA
1/30/2020,$128.16 ,145028400,$126.48 ,$130.18 ,$123.60 ,TSLA
1/29/2020,$116.20 ,91083350,$115.14 ,$117.96 ,$113.49 ,TSLA
1/28/2020,$113.38 ,58942450,$113.70 ,$115.36 ,$111.62 ,TSLA
1/27/2020,$111.60 ,68040350,$108.40 ,$112.89 ,$107.86 ,TSLA
1/24/2020,$112.96 ,71768000,$114.13 ,$114.77 ,$110.85 ,TSLA
1/23/2020,$114.44 ,98255200,$112.85 ,$116.40 ,$111.12 ,TSLA
1/22/2020,$113.91 ,156845150,$114.38 ,$118.90 ,$111.82 ,TSLA
1/21/2020,$109.44 ,89017350,$106.05 ,$109.72 ,$105.68 ,TSLA
1/17/2020,$102.10 ,68145350,$101.52 ,$103.13 ,$100.63 ,TSLA
1/16/2020,$102.70 ,108683250,$98.75 ,$102.89 ,$98.43 ,TSLA
1/15/2020,$103.70 ,86844150,$105.95 ,$107.57 ,$103.36 ,TSLA
1/14/2020,$107.58 ,145306900,$108.85 ,$109.48 ,$104.98 ,TSLA
1/13/2020,$104.97 ,133172750,$98.70 ,$105.13 ,$98.40 ,TSLA
1/10/2020,$95.63 ,64884150,$96.36 ,$96.99 ,$94.74 ,TSLA
1/9/2020,$96.27 ,142315950,$99.42 ,$99.76 ,$94.57 ,TSLA
1/8/2020,$98.43 ,155996950,$94.74 ,$99.70 ,$93.65 ,TSLA
1/7/2020,$93.81 ,91045700,$92.28 ,$94.33 ,$90.67 ,TSLA
1/6/2020,$90.31 ,50787500,$88.09 ,$90.31 ,$88 ,TSLA
1/3/2020,$88.60 ,88973500,$88.10 ,$90.80 ,$87.38 ,TSLA
1/2/2020,$86.05 ,47791930,$84.90 ,$86.14 ,$84.34 ,TSLA
12/31/2019,$83.67 ,51462300,$81 ,$84.26 ,$80.42 ,TSLA
12/30/2019,$82.94 ,63006350,$85.76 ,$85.80 ,$81.85 ,TSLA
12/27/2019,$86.08 ,49784135,$87 ,$87.06 ,$85.22 ,TSLA
12/26/2019,$86.19 ,53241450,$85.58 ,$86.70 ,$85.27 ,TSLA
12/24/2019,$85.05 ,40273600,$83.67 ,$85.09 ,$82.54 ,TSLA
12/23/2019,$83.84 ,66664100,$82.36 ,$84.40 ,$82 ,TSLA
12/20/2019,$81.12 ,73926050,$82.06 ,$82.60 ,$80.04 ,TSLA
12/19/2019,$80.81 ,90601550,$79.46 ,$81.37 ,$79.30 ,TSLA
12/18/2019,$78.63 ,70681950,$76.13 ,$79.04 ,$76.12 ,TSLA
12/17/2019,$75.80 ,42518875,$75.80 ,$77.10 ,$75.18 ,TSLA
12/16/2019,$76.30 ,91104700,$72.51 ,$76.72 ,$72.50 ,TSLA
12/13/2019,$71.68 ,32871405,$72.21 ,$73.04 ,$70.93 ,TSLA
12/12/2019,$71.94 ,38881055,$70.98 ,$72.55 ,$70.65 ,TSLA
12/11/2019,$70.54 ,34595810,$70.38 ,$71.44 ,$70.22 ,TSLA
12/10/2019,$69.77 ,44199755,$67.99 ,$70.15 ,$67.86 ,TSLA
12/9/2019,$67.91 ,45201085,$67.32 ,$68.89 ,$67.02 ,TSLA
12/6/2019,$67.18 ,38094685,$67 ,$67.77 ,$66.95 ,TSLA
12/5/2019,$66.07 ,18684880,$66.57 ,$66.88 ,$65.45 ,TSLA
12/4/2019,$66.61 ,27681275,$67.55 ,$67.57 ,$66.57 ,TSLA
12/3/2019,$67.24 ,33067380,$66.52 ,$67.58 ,$66.44 ,TSLA
12/2/2019,$66.97 ,30409930,$65.88 ,$67.28 ,$65.74 ,TSLA
11/29/2019,$65.99 ,12328145,$66.22 ,$66.25 ,$65.50 ,TSLA
11/27/2019,$66.26 ,27817295,$66.22 ,$66.79 ,$65.71 ,TSLA
11/26/2019,$65.78 ,39781195,$67.05 ,$67.10 ,$65.42 ,TSLA
11/25/2019,$67.27 ,61728850,$68.86 ,$68.91 ,$66.89 ,TSLA
11/22/2019,$66.61 ,84353200,$68.03 ,$68.20 ,$66 ,TSLA
11/21/2019,$70.97 ,30550065,$70.90 ,$72.17 ,$70.80 ,TSLA
11/20/2019,$70.44 ,33669825,$72 ,$72.24 ,$69.91 ,TSLA
11/19/2019,$71.90 ,38680390,$70.35 ,$72.00 ,$69.56 ,TSLA
11/18/2019,$70.00 ,22042525,$70.58 ,$70.63 ,$69.22 ,TSLA
11/15/2019,$70.43 ,24062815,$70.13 ,$70.56 ,$69.67 ,TSLA
11/14/2019,$69.87 ,32358515,$69.22 ,$70.77 ,$68.58 ,TSLA
11/13/2019,$69.22 ,42339315,$71 ,$71.27 ,$69.04 ,TSLA
11/12/2019,$69.99 ,36796915,$69.38 ,$70.07 ,$68.81 ,TSLA
11/11/2019,$69.02 ,49968445,$68.79 ,$69.84 ,$68.40 ,TSLA
11/8/2019,$67.43 ,30371105,$66.90 ,$67.49 ,$66.50 ,TSLA
11/7/2019,$67.11 ,72336750,$65.83 ,$68.30 ,$65.60 ,TSLA
11/6/2019,$65.32 ,39704660,$63.60 ,$65.34 ,$62.90 ,TSLA
11/5/2019,$63.44 ,34717085,$63.92 ,$64.70 ,$63.22 ,TSLA
11/4/2019,$63.49 ,43935200,$62.96 ,$64.39 ,$61.85 ,TSLA
11/1/2019,$62.66 ,31919645,$63.26 ,$63.30 ,$61.96 ,TSLA
